age,workclass,education,marital_status,occupation,race,sex,hours_per_week,income
47,3,4,4,1,0,1,75,1
40,0,2,1,0,0,1,25,0
30,3,2,4,4,0,1,60,0
61,3,7,4,3,0,1,60,1
71,1,5,3,5,0,0,6,0
42,3,2,1,4,0,0,40,0
44,1,1,4,1,0,1,55,0
46,2,4,4,3,0,1,60,1
50,1,6,0,4,1,0,52,1
27,1,5,0,5,0,1,9,0
40,0,3,4,0,0,1,15,0
21,3,4,0,4,0,0,40,0
25,3,2,0,1,0,1,35,0
61,3,1,1,1,0,1,56,0
54,3,4,1,4,0,1,30,0
31,3,5,0,3,0,1,40,0
53,2,4,4,1,0,1,30,0
39,2,3,4,4,0,1,55,1
57,2,6,4,1,0,1,50,1
48,3,5,1,3,0,0,44,0
30,3,4,4,1,0,1,56,1
35,3,2,4,1,0,1,60,0
42,2,2,4,4,0,1,50,0
34,2,2,4,1,0,1,40,0
59,3,2,4,3,0,1,40,1
69,1,1,4,4,0,1,20,0
29,3,4,0,4,0,0,40,0
40,3,2,4,1,0,1,40,0
21,3,4,0,2,0,1,15,0
40,3,3,1,5,0,0,40,0
43,3,4,4,1,0,1,40,0
36,3,2,1,1,0,1,40,0
41,3,2,4,5,1,1,40,1
72,0,2,3,0,0,1,30,0
20,3,4,0,1,0,1,30,0
41,1,5,3,4,0,0,40,0
34,3,4,1,4,0,1,50,0
48,3,1,1,2,1,0,40,0
27,3,2,0,4,0,0,40,0
35,3,4,4,4,0,1,60,1
28,0,2,0,0,1,1,40,0
27,3,2,0,1,1,1,40,0
20,3,4,0,3,0,1,40,0
18,3,4,0,3,0,0,15,0
32,3,5,4,3,0,1,40,0
38,3,7,4,4,0,1,60,1
23,1,4,0,2,0,1,40,0
28,3,5,4,4,0,1,45,1
40,1,6,4,5,0,1,38,1
35,3,2,1,1,0,0,40,0
74,2,4,3,4,0,1,40,0
28,3,2,0,1,0,1,40,0
23,3,4,0,1,0,1,30,0
20,2,4,0,1,0,1,10,0
44,3,2,1,1,1,0,56,0
46,1,2,1,4,0,0,25,0
20,0,4,0,0,0,1,40,0
51,2,5,4,3,0,1,50,1
40,3,4,2,4,0,0,40,0
48,3,6,4,2,0,1,40,1
60,2,1,4,1,0,1,84,0
48,2,5,4,4,0,1,40,1
46,1,5,4,5,0,0,70,0
48,2,5,4,4,0,1,40,1
22,0,2,0,0,1,0,35,0
24,1,5,0,5,0,0,40,0
45,1,4,1,5,0,0,40,0
18,3,1,0,3,0,0,35,0
39,3,2,4,1,0,1,40,0
65,2,2,4,1,0,1,65,0
22,3,4,1,1,0,0,40,0
20,3,4,0,2,0,0,20,0
28,3,4,4,3,0,1,40,0
46,3,6,4,5,0,1,50,1
42,1,5,4,4,0,1,48,1
61,1,8,4,5,0,1,40,1
28,3,4,4,4,0,1,50,1
18,3,4,0,3,0,0,20,0
24,1,5,0,5,1,1,40,0
45,3,8,4,5,0,1,56,1
24,3,2,0,4,0,1,40,0
44,3,5,4,4,0,1,50,1
20,3,4,0,2,0,1,30,0
35,3,4,4,2,0,1,55,0
52,2,5,4,3,0,1,60,0
25,3,3,0,1,0,1,45,0
19,3,1,0,1,0,1,36,0
35,0,5,4,0,0,1,20,0
54,3,4,1,4,0,0,40,0
21,3,4,0,1,0,1,40,0
26,3,2,4,4,0,0,40,1
42,3,3,1,4,0,0,40,0
19,3,4,0,4,0,0,40,0
55,3,7,4,4,0,1,50,1
44,1,2,4,4,0,1,40,0
25,3,5,0,4,0,1,55,0
26,3,4,4,1,0,1,40,0
64,1,3,2,5,0,0,40,1
41,3,1,1,2,1,0,40,0
25,0,4,0,0,1,1,40,0
43,3,4,4,1,0,1,40,0
45,3,2,0,1,0,1,48,1
48,1,5,4,5,0,1,44,1
60,3,2,4,1,0,1,40,0
45,2,4,0,1,0,1,50,0
51,3,1,4,3,0,1,40,1
37,1,2,1,4,0,0,40,0
22,3,4,0,4,0,1,30,0
44,3,2,4,1,0,1,65,1
27,3,2,4,1,0,1,50,0
47,1,2,4,1,0,1,40,0
32,3,7,4,4,1,1,40,1
40,3,5,4,4,0,1,50,1
41,3,2,4,3,0,1,40,0
32,0,1,1,0,0,0,40,0
26,3,5,0,5,0,0,40,0
47,3,4,4,4,1,1,40,0
55,2,2,4,4,0,1,45,0
38,3,2,4,1,0,1,40,0
24,1,5,0,5,0,1,15,0
64,2,8,4,4,0,1,25,1
56,1,5,4,5,0,1,40,1
41,3,2,4,3,0,1,49,1
33,3,2,4,3,0,1,45,1
33,3,6,0,5,0,1,42,1
21,3,4,4,2,0,1,40,0
59,1,2,3,1,1,1,40,0
58,3,3,4,4,0,1,40,1
43,1,7,1,5,0,1,40,0
21,3,2,0,1,1,1,40,0
45,3,2,0,1,0,1,40,0
53,1,2,4,4,0,0,50,1
41,3,6,4,4,0,1,50,1
27,3,1,4,4,0,0,40,0
53,3,4,4,1,0,1,50,1
38,3,7,4,5,0,1,35,1
31,3,5,4,4,0,1,70,1
41,3,2,4,1,0,1,35,0
22,1,4,0,4,0,0,40,0
43,2,7,4,3,0,1,60,0
41,1,4,0,5,0,1,40,0
27,3,4,4,1,0,0,35,0
41,1,4,4,4,0,1,40,0
36,3,6,1,5,0,1,45,1
49,3,5,4,4,0,0,40,1
20,3,2,0,1,0,1,45,0
58,2,2,4,2,0,0,45,0
35,2,1,0,2,1,0,40,0
30,1,2,4,2,0,1,40,1
21,3,2,0,1,0,1,40,0
29,3,3,0,1,0,1,45,0
40,3,2,3,3,0,0,40,0
54,1,5,0,5,1,0,40,1
35,3,5,4,3,0,1,60,1
35,3,5,4,3,0,1,50,0
40,3,5,4,2,0,0,40,0
59,3,2,2,3,1,0,40,0
43,2,4,4,1,0,1,50,0
39,3,1,4,1,0,1,60,1
51,3,1,2,1,1,0,30,0
71,3,4,0,2,0,0,60,0
33,3,1,1,1,1,0,40,0
28,3,2,1,2,1,1,35,0
30,3,2,4,3,0,1,40,0
20,3,1,4,1,0,1,40,0
51,2,2,4,3,0,1,50,0
39,3,2,4,1,0,0,40,1
62,3,4,4,3,1,1,40,1
37,3,2,0,4,0,1,60,0
28,3,1,0,1,0,1,50,0
23,3,2,0,3,1,1,48,0
39,3,5,4,3,0,0,30,0
50,2,5,3,3,0,1,65,1
31,3,1,0,1,0,1,40,0
45,1,5,4,4,0,1,50,1
23,0,5,0,0,1,1,40,0
47,3,1,3,1,0,1,40,0
59,3,2,3,5,0,0,18,0
32,3,3,4,1,0,1,40,0
82,0,1,3,0,0,1,5,0
49,3,5,4,3,0,1,55,1
74,1,2,3,2,0,1,17,0
22,3,4,0,4,0,1,35,0
32,3,4,4,1,0,1,55,0
34,3,5,4,1,0,1,50,1
59,3,5,4,1,0,1,60,1
36,3,5,4,3,0,1,50,1
59,3,1,1,4,0,0,40,0
47,2,5,1,4,0,1,70,1
53,1,2,4,2,0,1,45,0
25,2,4,0,1,0,1,35,0
44,3,5,1,4,1,1,65,0
57,2,6,4,3,0,0,35,1
42,2,5,4,1,0,1,80,1
58,1,1,4,1,0,1,40,0
39,3,5,4,3,0,1,40,0
32,0,2,0,0,1,1,40,0
45,3,1,1,1,0,1,48,0
47,3,5,4,4,1,0,35,1
52,0,4,4,0,0,1,50,0
56,2,1,2,4,0,1,25,0
52,3,2,1,1,0,0,40,0
34,3,2,0,2,1,0,35,0
36,2,1,4,1,0,1,35,0
41,3,2,4,1,0,1,40,0
30,3,4,0,5,0,1,40,0
44,3,5,4,4,1,1,40,0
17,0,4,0,0,1,0,40,0
34,3,4,0,2,0,0,40,0
41,3,4,2,2,1,1,40,0
29,3,2,0,1,0,1,40,0
25,3,1,0,1,0,1,48,0
42,1,5,2,5,0,1,40,0
48,3,4,4,3,0,1,40,1
26,3,3,0,3,0,1,55,0
64,2,2,4,4,0,0,40,1
46,2,5,4,3,0,1,45,0
38,3,5,4,4,0,1,50,1
49,1,1,4,4,0,1,40,0
23,3,4,0,3,1,0,20,0
46,1,5,0,5,0,0,40,1
30,3,2,0,1,0,1,55,0
49,2,2,4,1,0,1,40,1
47,0,3,1,0,0,1,40,0
44,3,5,4,5,0,1,50,1
31,3,2,1,1,0,1,50,0
19,3,2,0,1,0,1,50,0
45,3,3,1,5,0,0,38,0
34,3,5,4,5,0,1,40,1
26,3,2,0,1,0,1,40,0
38,2,2,4,1,0,1,40,1
31,3,4,0,4,0,0,43,0
36,2,3,2,4,0,1,50,0
31,3,5,4,4,0,1,60,1
30,3,5,4,2,0,1,40,0
37,3,2,4,5,0,1,40,1
30,3,5,0,5,1,1,50,1
21,0,2,4,0,1,0,30,0
73,3,1,3,2,0,0,10,0
38,1,7,4,4,0,1,40,1
30,3,1,0,1,0,1,50,0
33,3,2,4,1,0,1,50,1
52,1,5,4,5,0,1,40,1
58,3,4,1,4,0,0,46,0
34,1,7,0,5,0,0,50,0
35,3,2,4,1,0,1,40,0
59,1,2,4,1,0,1,40,1
45,3,5,1,4,0,0,40,0
27,3,4,0,1,0,1,48,0
31,1,8,0,5,0,1,50,1
45,3,4,0,1,0,1,50,0
40,3,2,2,2,0,0,25,0
27,3,6,4,4,0,1,40,0
19,3,2,0,2,0,1,20,0
29,3,1,0,2,0,1,25,0
34,2,4,4,1,0,1,72,0
32,1,3,4,1,0,1,40,0
49,3,1,4,1,0,1,40,0
33,3,1,1,4,0,0,40,1
74,0,1,4,0,0,1,2,0
62,3,5,4,5,0,1,50,1
39,2,2,4,4,0,1,40,0
43,3,2,1,4,0,0,40,0
22,3,4,0,2,0,0,60,0
24,3,2,4,1,0,1,45,0
76,0,2,4,0,0,1,40,1
25,3,4,0,2,1,0,40,0
19,3,4,0,3,0,0,28,0
31,3,3,1,4,0,0,41,0
53,3,1,1,1,0,0,40,0
61,3,2,4,4,0,1,3,0
47,3,5,4,2,0,1,40,0
37,3,2,1,4,0,0,45,0
50,2,5,1,4,0,1,30,0
27,3,4,0,3,0,1,44,0
58,3,2,1,4,0,0,40,0
43,3,2,4,1,1,1,40,0
39,3,3,4,4,0,1,40,0
36,3,4,0,3,0,0,35,0
56,3,5,4,5,0,1,50,0
26,3,2,4,1,0,1,55,0
23,3,5,0,5,0,0,38,0
47,3,1,0,1,1,1,40,0
68,3,1,3,3,0,0,30,0
47,1,4,0,2,1,1,40,0
45,1,4,4,2,0,1,40,1
26,3,4,4,4,0,1,60,0
20,3,2,0,1,0,1,40,0
46,3,4,0,4,0,0,40,0
37,3,3,4,2,0,1,50,1
37,3,4,4,1,0,1,45,0
43,3,4,4,1,0,1,42,0
59,3,7,3,5,0,0,40,0
39,3,2,1,4,0,0,40,0
32,3,4,1,1,0,0,54,0
63,3,4,4,5,0,1,16,0
45,3,5,4,5,0,1,60,1
59,3,5,1,4,0,0,40,0
36,0,1,0,0,0,1,35,0
26,3,2,0,2,0,1,40,0
34,3,2,1,4,0,0,40,0
41,3,2,4,1,0,1,40,1
26,3,2,0,1,1,1,40,0
53,3,2,1,1,0,0,40,0
33,3,2,4,4,0,0,35,1
46,3,5,4,4,0,1,50,1
79,0,2,3,0,1,0,30,0
31,3,2,3,1,0,0,40,0
24,3,2,2,2,0,1,40,0
57,1,2,1,4,0,0,62,0
40,3,2,2,2,0,0,47,0
41,2,3,4,3,1,1,84,0
20,3,4,0,4,0,1,26,0
45,3,1,0,1,1,0,40,0
27,3,3,2,4,0,0,40,0
36,3,1,4,1,0,1,40,0
30,3,2,4,1,0,1,40,0
36,3,5,4,5,0,0,40,1
25,3,2,4,1,1,1,40,0
30,0,4,0,0,0,0,25,0
31,3,2,4,4,0,0,40,0
49,3,2,4,1,0,1,45,1
26,3,1,0,1,0,1,20,0
25,3,5,0,5,0,1,40,0
29,3,3,0,4,0,0,40,0
24,3,4,0,4,0,0,52,0
41,3,2,4,4,0,1,40,1
35,3,7,0,4,0,1,40,1
57,2,5,4,3,0,0,40,1
21,3,1,0,2,0,0,40,0
29,3,1,0,2,1,0,32,0
36,3,4,4,4,0,1,40,0
20,3,4,0,4,0,0,25,0
51,3,5,4,4,0,1,40,1
39,3,1,4,1,0,1,40,0
36,3,5,4,4,0,1,50,0
40,2,6,4,5,0,1,70,1
61,3,2,4,4,0,1,50,0
38,3,6,4,5,0,1,60,0
20,0,4,0,0,0,1,35,0
21,3,2,2,2,0,0,35,0
40,3,2,1,2,0,0,40,0
46,3,1,4,1,0,1,45,0
21,3,4,4,1,0,1,54,0
35,2,1,4,1,1,1,50,0
39,3,5,4,3,0,1,40,0
38,2,2,4,1,0,1,60,0
30,3,2,2,4,0,0,40,0
28,3,1,0,1,1,1,40,0
32,3,5,4,4,0,1,40,1
46,2,3,4,1,0,1,40,1
40,3,3,4,1,0,1,40,0
47,3,2,4,1,1,0,40,1
44,3,1,4,1,0,1,40,0
38,3,2,4,3,0,1,40,0
51,0,2,4,0,0,1,20,1
46,2,5,4,1,0,1,40,1
51,3,8,4,5,0,1,60,1
45,3,8,3,5,0,1,40,1
20,3,4,0,2,0,0,20,0
44,3,5,4,5,0,1,45,0
33,3,3,4,1,0,1,45,0
18,3,2,0,2,0,0,30,0
61,2,6,2,5,0,1,40,1
50,1,5,0,4,0,0,40,0
47,1,2,0,1,1,1,40,0
34,3,5,4,4,0,1,50,1
53,3,2,4,1,1,1,60,0
39,2,4,4,1,0,1,40,0
58,3,2,4,1,0,1,40,1
66,0,2,4,0,1,1,18,0
26,3,1,0,1,0,1,50,0
41,3,1,4,4,0,1,40,0
47,1,4,4,4,0,1,40,0
31,3,3,4,1,1,1,40,0
52,3,4,4,4,0,1,40,1
29,3,3,4,3,0,1,50,1
43,3,1,2,1,1,0,50,0
42,1,7,4,4,0,1,40,1
35,3,4,0,1,1,0,30,0
41,3,2,4,1,0,1,40,0
34,3,5,4,3,0,1,60,1
52,2,4,4,1,0,1,40,0
61,3,4,4,1,0,1,40,0
39,1,2,2,4,0,1,40,0
19,3,4,0,3,0,0,25,0
46,1,5,4,4,0,1,40,1
39,3,4,0,4,0,1,45,0
22,3,4,0,2,0,1,50,0
30,1,2,2,4,0,0,40,0
40,3,3,1,2,0,0,32,0
43,3,5,4,5,0,1,40,0
37,3,1,4,1,0,1,36,0
23,3,3,0,2,0,1,20,0
39,1,3,1,5,0,1,59,0
54,3,7,4,3,0,1,40,0
46,2,4,4,3,0,1,60,0
20,3,4,0,1,0,0,40,0
50,2,5,4,2,0,0,50,1
17,3,1,0,3,0,0,15,0
36,3,2,4,1,0,1,40,0
37,3,2,4,3,0,1,45,0
53,3,2,1,2,0,0,38,0
50,3,2,4,1,0,1,40,1
38,3,2,4,1,0,1,40,0
63,2,2,4,1,0,1,32,0
53,3,2,4,1,0,1,50,1
40,0,5,1,0,0,0,50,0
23,2,4,0,5,0,1,50,0
20,3,2,0,1,0,1,43,0
46,3,4,4,1,1,1,40,1
28,3,1,0,2,1,1,40,0
59,3,7,1,5,0,1,50,0
41,3,5,4,4,0,1,40,1
33,3,1,4,1,0,1,40,0
56,3,1,4,1,0,1,40,0
50,2,2,4,3,0,1,55,1
31,1,5,0,4,0,0,50,0
41,3,3,1,3,0,1,50,0
38,3,5,4,5,0,0,40,1
25,1,3,0,4,0,0,40,0
18,0,2,0,0,1,0,12,0
49,1,5,1,5,1,0,40,0
39,3,4,0,1,0,1,40,0
22,0,4,0,0,0,0,20,0
21,3,4,0,5,0,0,25,0
35,3,5,4,3,0,1,40,0
21,0,2,0,0,0,0,40,0
38,3,2,4,1,0,1,40,1
55,3,1,3,2,0,0,20,0
31,3,2,1,1,0,1,55,0
17,2,1,0,5,0,1,20,0
31,3,5,4,4,0,1,50,1
25,1,5,0,5,0,1,40,0
39,3,7,4,4,0,1,55,1
50,3,1,4,1,0,1,40,0
38,1,5,4,5,0,0,20,1
50,3,4,4,3,0,1,60,0
63,3,1,4,4,0,1,40,0
31,3,2,4,1,0,1,50,0
23,3,5,0,5,0,0,40,0
18,3,4,0,2,0,1,20,0
43,1,5,1,5,0,0,48,0
34,3,4,4,4,0,1,50,1
18,3,1,0,3,0,1,35,0
46,3,2,4,1,1,1,40,1
35,3,5,0,3,0,0,40,1
46,1,7,0,4,0,0,38,0
59,3,3,4,2,0,1,40,1
31,3,1,0,1,0,0,30,0
27,3,2,1,3,0,0,37,0
41,3,7,4,5,0,1,40,0
42,3,2,0,1,1,1,40,0
55,3,5,4,4,0,1,40,1
34,0,2,0,0,1,0,40,0
44,3,2,0,1,0,0,40,0
26,3,5,0,4,0,0,50,0
36,3,3,4,5,0,0,40,1
69,3,1,4,2,0,1,35,0
33,3,4,0,4,0,0,40,0
30,3,3,4,5,0,1,40,0
35,3,2,4,2,0,0,16,1
25,3,5,0,4,0,0,40,1
21,3,4,0,2,1,1,40,0
18,3,1,0,2,1,1,15,0
35,2,4,4,1,0,1,60,1
20,3,2,4,1,0,1,50,0
26,3,7,4,5,0,1,40,0
46,3,5,4,2,0,1,40,0
31,3,5,0,5,0,0,36,0
40,3,6,4,1,0,1,40,1
40,3,2,1,4,0,0,52,0
31,3,5,0,4,0,0,40,0
32,2,8,4,4,0,1,40,0
23,2,4,1,4,0,1,40,0
25,1,7,0,2,0,1,40,0
37,3,4,4,1,0,1,50,0
18,3,4,0,3,0,0,20,0
55,3,2,3,3,0,0,38,0
52,3,1,1,1,0,0,40,0
26,3,2,0,4,0,0,40,0
37,3,4,0,2,0,1,40,1
39,3,2,1,4,0,0,45,0
62,2,5,1,5,0,0,40,1
19,0,4,0,0,0,0,25,0
47,3,2,4,1,0,1,45,1
51,1,5,4,2,0,1,40,1
55,3,2,1,2,0,0,40,0
30,3,2,4,1,0,1,35,0
59,1,4,4,1,0,1,36,0
45,2,1,4,1,0,1,65,0
52,3,4,4,4,0,1,45,1
21,3,2,0,1,0,1,20,0
31,3,2,4,1,0,1,55,0
29,3,4,0,4,1,1,40,0
24,3,2,4,1,0,1,40,0
17,3,1,0,2,0,1,24,0
47,3,2,1,1,1,0,40,0
46,3,4,4,3,0,1,50,1
32,0,2,1,0,0,0,28,0
34,3,1,0,1,0,1,44,0
63,3,1,4,1,0,1,40,0
21,3,4,0,2,0,1,25,0
18,3,2,0,2,1,1,36,0
49,1,8,4,4,0,1,50,1
81,2,2,3,4,0,0,20,0
36,2,3,4,4,0,1,40,1
47,3,2,4,1,0,1,40,1
36,3,7,4,3,0,1,50,1
39,2,3,4,1,0,1,60,0
46,3,5,0,3,0,0,35,0
43,1,4,4,4,0,0,40,1
39,1,5,1,4,0,0,35,0
29,3,4,2,3,0,0,40,0
23,3,2,0,1,1,0,16,0
57,3,1,4,1,0,1,43,0
38,2,2,0,3,1,0,42,0
25,3,5,0,3,0,0,40,0
39,1,4,4,4,0,1,40,0
24,3,4,0,3,1,1,40,0
56,3,7,4,1,0,1,44,1
39,3,1,1,3,0,0,40,0
23,3,3,0,3,0,0,60,0
17,0,1,0,0,1,0,20,0
67,2,2,1,4,0,0,16,0
41,3,5,0,4,1,1,50,0
24,1,5,0,5,0,0,50,0
51,3,5,1,4,1,1,40,1
30,2,2,1,2,0,0,60,0
47,2,2,4,1,0,1,40,1
56,3,2,0,1,0,1,32,0
51,3,2,1,1,0,1,38,0
57,2,4,4,4,0,1,55,0
34,3,4,1,2,0,0,40,0
24,3,5,0,5,0,1,40,0
57,3,2,4,1,0,1,40,0
38,3,2,4,1,0,1,40,1
23,3,2,0,2,0,0,40,0
35,3,1,4,1,0,1,40,0
58,3,2,4,1,0,1,52,0
19,0,2,0,0,0,0,12,0
19,0,1,0,0,0,1,40,0
68,1,8,4,5,0,1,60,1
43,3,4,4,4,0,1,40,1
17,3,1,0,2,0,0,20,0
53,1,8,4,5,0,1,50,1
37,2,8,4,5,1,1,99,1
21,0,5,0,0,1,1,25,0
63,3,2,4,1,0,1,40,1
31,3,4,4,1,0,1,50,0
29,3,2,4,2,0,1,40,0
43,1,4,4,2,0,1,40,1
27,3,6,0,5,0,0,65,1
25,2,2,0,2,0,1,32,0
28,3,2,0,5,0,0,40,0
54,3,2,1,3,0,0,35,0
74,0,4,3,0,0,0,12,0
31,1,4,0,4,1,0,32,0
23,3,4,0,2,0,1,48,0
19,3,5,0,5,0,0,30,0
39,0,1,3,0,0,0,20,0
61,2,2,4,1,0,0,40,0
59,0,2,4,0,0,0,40,1
27,2,3,4,2,0,0,36,1
19,3,4,0,4,1,0,20,0
23,0,2,0,0,0,1,40,0
25,1,2,1,4,1,0,35,0
40,3,4,4,2,0,1,48,1
53,3,1,1,2,0,0,37,0
32,3,5,0,5,0,1,45,0
72,2,8,4,5,0,1,25,1
61,3,1,4,1,0,1,40,0
42,3,2,4,3,0,1,40,0
17,3,1,0,2,1,0,20,0
73,3,2,4,1,0,1,16,0
41,2,4,2,1,0,1,40,0
23,3,4,0,1,1,0,20,0
23,3,2,0,5,0,0,40,0
65,3,3,4,4,0,1,15,0
45,2,2,4,3,0,0,50,0
52,1,5,4,2,1,1,40,1
24,1,5,0,4,1,0,27,0
23,3,3,4,1,0,1,40,0
30,3,4,1,2,0,0,40,0
26,3,5,0,4,0,1,40,0
37,2,2,1,1,0,1,56,0
17,3,2,0,2,0,1,40,0
31,3,2,4,3,0,1,40,0
52,3,2,2,4,0,0,40,0
63,3,5,0,3,0,1,27,0
27,3,2,0,2,0,0,60,0
31,3,1,4,1,0,1,40,0
71,2,2,3,4,0,0,35,0
35,3,5,4,4,0,1,60,0
44,3,2,4,4,0,0,38,0
36,3,7,4,5,1,1,40,0
22,3,5,0,4,0,0,20,0
32,3,2,4,5,0,1,48,0
30,1,5,1,5,0,0,40,0
60,0,2,4,0,0,1,40,0
25,3,4,0,4,0,0,40,0
76,3,1,3,2,0,0,12,0
41,3,2,1,1,0,1,40,0
26,3,1,4,1,1,1,40,0
45,3,1,4,1,1,1,40,0
32,3,4,1,4,0,0,40,0
22,3,2,0,1,0,1,40,0
39,3,5,4,3,0,1,40,1
63,2,5,0,1,0,1,40,0
23,3,3,0,1,0,0,40,0
61,3,1,4,1,0,1,40,0
31,1,3,4,1,0,1,40,0
25,3,1,4,1,0,1,45,0
33,3,2,0,2,0,0,40,0
39,3,2,4,3,0,0,36,0
53,3,5,4,1,1,0,40,0
26,1,5,0,4,0,0,40,0
21,3,4,0,2,0,1,32,0
18,3,2,0,4,1,1,40,0
34,3,5,4,4,0,1,60,1
44,1,7,4,5,1,1,40,1
31,3,2,1,1,0,1,50,0
44,3,2,4,1,0,1,40,1
42,3,6,4,5,0,1,60,1
43,3,2,4,1,0,1,44,0
33,3,5,4,2,1,1,38,1
21,3,4,0,3,1,0,30,0
30,3,2,4,1,0,1,40,1
55,3,2,4,1,0,1,60,0
57,3,4,0,4,0,0,40,0
37,3,2,0,1,0,1,50,0
32,3,2,4,1,0,1,40,1
62,2,5,4,5,0,1,60,1
31,2,5,0,3,1,1,40,1
51,3,5,4,4,0,1,50,1
37,3,7,1,4,0,0,45,0
45,3,1,4,1,0,1,38,0
47,3,4,4,1,0,1,40,0
31,0,2,1,0,0,1,75,0
75,2,1,4,4,0,1,30,0
43,3,7,4,5,1,1,50,0
39,3,3,4,1,0,1,60,1
30,3,5,4,5,0,1,40,1
27,3,1,0,1,0,1,40,0
44,3,2,4,1,1,1,40,0
53,1,7,1,5,0,0,35,1
40,3,5,4,4,0,1,40,0
18,3,1,0,3,0,0,20,0
33,3,5,4,2,1,1,40,0
20,3,2,0,3,0,1,40,0
38,3,4,4,4,1,1,50,0
48,3,2,1,4,0,0,35,0
46,2,2,4,4,0,1,40,0
51,3,2,4,1,0,1,40,0
35,2,2,0,2,0,0,30,0
24,3,1,0,1,0,1,40,0
30,3,4,1,1,0,1,50,0
70,3,2,4,4,0,1,30,0
26,3,2,4,1,0,1,44,0
34,3,2,4,1,0,1,40,0
46,3,2,4,1,0,1,40,1
70,3,2,4,4,0,0,5,0
37,1,4,4,2,0,1,40,0
36,2,4,1,3,0,0,35,0
23,3,1,0,1,0,0,40,0
28,3,2,4,3,0,1,40,0
44,2,4,4,4,0,1,50,1
58,3,2,1,1,0,1,30,0
53,3,4,4,4,0,1,60,1
23,3,4,4,1,0,1,40,0
26,3,2,0,1,1,1,40,0
21,0,4,4,0,0,1,40,0
34,1,7,1,5,0,0,50,0
43,3,1,4,1,0,1,40,0
22,3,4,0,2,1,1,20,0
41,3,4,4,1,1,1,50,1
36,3,2,4,4,1,1,40,0
41,1,5,4,5,0,0,20,0
27,3,2,0,4,0,1,40,0
42,2,4,4,1,0,1,60,0
27,3,3,0,4,0,0,35,0
41,3,2,1,2,0,1,40,0
32,3,5,4,4,1,0,40,1
21,3,4,0,4,1,1,20,0
44,3,5,4,4,1,1,50,1
29,3,5,0,4,0,1,40,0
19,2,4,0,2,0,0,22,0
21,1,4,0,4,0,1,40,0
46,3,2,4,1,0,1,40,0
38,3,5,4,4,0,1,55,1
43,3,4,0,4,0,1,48,1
54,2,2,4,3,0,1,50,1
38,3,7,4,4,0,1,60,1
18,0,4,0,0,0,1,40,0
50,3,2,4,4,0,0,40,1
30,3,3,4,5,0,0,36,1
30,3,1,4,1,0,1,40,0
28,1,2,0,4,1,0,35,0
26,3,3,0,4,0,0,45,0
37,1,4,4,1,0,1,43,0
32,3,2,4,1,0,1,50,1
64,1,7,4,5,0,0,5,1
18,3,2,0,3,0,0,28,0
30,3,4,4,4,0,1,30,0
36,0,3,4,0,0,0,8,0
18,3,1,0,2,1,1,30,0
27,3,2,4,1,0,1,40,0
49,3,1,4,2,0,1,40,0
46,1,2,4,2,0,1,43,1
37,3,2,4,4,0,1,40,0
30,3,4,1,1,0,1,40,0
29,3,2,1,5,1,0,30,0
22,0,2,0,0,0,1,40,0
25,2,2,4,1,0,1,30,0
38,3,2,2,2,1,0,30,0
32,0,5,1,0,0,0,40,0
35,3,4,4,1,0,1,50,0
56,3,7,4,4,0,1,80,1
29,3,4,1,4,0,0,40,0
41,3,2,4,2,0,1,40,0
47,3,2,4,1,0,1,40,0
23,3,5,0,4,1,0,40,0
46,2,5,4,3,0,1,45,1
28,1,2,0,2,1,1,40,0
39,3,5,1,4,0,0,20,0
42,2,4,4,1,0,0,50,0
39,3,2,4,1,0,1,48,1
68,0,1,4,0,0,1,30,0
37,2,5,4,1,0,1,55,1
57,3,6,0,5,0,0,40,0
22,3,4,0,2,1,0,30,0
24,3,3,0,4,0,1,30,1
19,3,4,0,1,0,1,50,0
55,3,3,1,3,1,0,30,0
37,1,2,4,2,0,1,40,0
37,1,4,0,4,1,0,40,0
28,3,5,4,2,0,1,50,0
27,3,2,0,2,0,0,40,0
40,1,5,0,5,0,0,20,0
51,3,2,1,2,0,0,40,0
52,3,3,4,1,0,1,56,0
74,0,4,3,0,0,0,3,0
49,2,4,4,4,0,1,50,1
20,0,4,0,0,0,0,40,0
40,1,4,1,4,0,0,50,0
80,3,4,0,5,0,1,60,0
63,3,4,4,2,0,1,40,0
63,3,2,1,1,0,1,45,1
51,3,4,1,4,0,0,40,0
23,3,2,0,4,0,0,40,0
66,2,2,3,1,0,1,20,0
33,2,2,4,3,0,1,66,0
49,3,2,4,1,0,1,43,0
20,3,4,0,1,0,1,32,0
33,2,3,4,4,0,1,60,1
26,3,4,4,2,0,1,40,0
52,3,2,4,4,0,1,50,1
33,3,5,4,4,0,1,50,1
47,3,5,1,3,0,1,45,0
23,3,2,0,4,1,1,75,0
53,1,3,4,4,0,1,40,0
19,3,4,0,2,0,1,20,0
26,1,4,0,1,0,1,40,0
53,3,1,4,1,0,1,60,1
65,3,2,0,1,0,1,10,0
68,3,5,4,1,0,1,30,0
30,3,1,0,3,0,1,18,0
28,3,1,4,1,0,1,45,0
54,1,1,4,2,0,1,45,0
30,3,2,0,2,0,1,10,0
22,3,4,0,4,0,1,50,0
25,3,2,0,2,0,1,30,0
19,3,1,0,2,0,1,20,0
19,0,4,0,0,0,0,35,0
32,1,6,4,5,0,1,40,1
23,3,5,0,4,0,0,40,0
