age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,annual-income 
61,0,160625,13,13,5,0,3,1,2,4386,0,15,1,1
33,2,249249,3,3,5,2,3,1,2,0,0,50,1,1
28,4,261725,2,2,0,8,4,1,1,0,0,40,21,0
22,4,239612,9,9,0,9,2,1,2,0,0,20,1,0
31,2,226696,10,11,5,5,3,1,2,0,0,60,1,1
26,4,190330,13,13,0,4,4,1,2,0,0,30,1,0
44,4,193755,13,13,1,14,4,1,2,0,0,50,1,1
73,4,192740,13,13,5,12,3,1,2,0,0,30,1,0
44,4,201924,13,13,1,13,6,1,1,0,0,35,1,0
35,4,77146,10,11,1,14,4,1,2,0,0,45,1,0
27,4,43652,13,13,0,9,4,1,1,0,0,40,1,0
47,7,227244,13,13,5,10,3,5,2,0,0,50,1,1
29,4,160731,9,9,5,2,3,1,2,0,0,45,1,1
33,4,287878,12,10,5,4,1,1,1,0,0,26,1,0
50,4,166758,12,10,1,4,4,1,1,0,0,15,1,0
32,4,183811,9,9,5,3,3,1,2,2829,0,40,1,0
41,2,254818,15,14,1,3,6,1,2,0,0,40,39,0
19,0,220517,12,10,0,0,2,1,1,0,0,35,1,0
45,4,295046,9,9,5,13,3,1,2,0,0,60,1,1
65,4,190568,9,9,3,9,4,1,1,0,810,36,1,0
42,6,211915,12,10,2,1,6,1,1,0,0,40,1,0
33,2,295621,13,13,5,12,3,5,2,0,0,25,1,1
32,4,204567,13,13,5,13,3,1,2,99999,0,60,1,1
42,4,204235,12,10,5,12,3,1,2,0,0,40,1,1
49,4,186982,12,10,2,14,4,1,1,0,0,45,1,1
38,4,133586,9,9,5,10,2,1,2,0,0,45,1,0
38,4,165930,12,10,5,14,3,1,2,0,0,50,1,0
37,4,164898,12,10,5,2,3,1,2,0,0,52,1,0
24,4,278155,12,10,0,8,4,1,2,0,0,30,1,0
27,2,115705,12,10,0,13,4,1,2,0,0,50,1,0
25,4,150553,5,5,4,9,6,2,1,0,0,40,20,0
29,4,185127,9,9,5,13,3,1,2,0,0,50,1,0
46,4,201595,9,9,5,6,3,1,2,0,0,70,1,0
44,3,165815,9,9,5,6,3,1,2,0,0,96,1,0
26,4,102420,13,13,0,13,4,2,1,0,0,40,11,0
46,5,344172,11,12,5,10,3,1,2,0,0,49,1,1
38,4,222450,12,10,2,14,6,1,2,0,0,40,1,0
38,4,212245,12,10,5,2,3,1,2,0,0,40,1,0
22,6,190625,13,13,5,14,3,1,2,0,0,20,1,0
33,4,203488,12,10,1,13,4,1,2,0,0,40,1,0
50,4,304260,11,12,1,9,4,2,2,0,0,40,1,0
31,5,243665,9,9,5,10,3,1,2,0,0,41,1,1
26,2,189238,12,10,0,12,4,1,1,0,0,4,21,0
42,4,77373,12,10,5,3,3,1,2,0,0,38,1,0
27,4,410351,9,9,5,2,3,1,2,0,0,40,1,0
34,4,36385,15,14,5,12,3,1,2,0,0,45,1,1
64,4,110150,9,9,5,10,3,1,2,0,0,40,1,0
43,4,198316,12,10,5,2,3,1,2,0,0,40,1,0
39,4,127772,9,9,5,2,3,1,2,0,0,40,1,0
47,2,199058,14,15,0,12,4,1,2,0,0,40,1,1
56,4,285730,15,14,0,12,4,1,2,0,0,66,1,0
25,5,334133,15,14,0,12,2,1,2,0,0,20,1,0
60,6,97030,13,13,1,14,4,1,1,0,0,35,1,0
52,4,67090,9,9,5,13,3,1,2,0,0,44,1,0
43,4,397963,9,9,1,3,4,1,2,594,0,16,1,0
46,4,182533,13,13,0,9,6,2,1,0,0,40,16,0
19,4,560804,12,10,0,9,2,1,1,0,0,30,1,0
56,4,365050,4,4,0,5,6,5,1,0,0,20,1,0
22,4,110200,13,13,0,12,4,1,2,0,0,40,1,0
39,4,299828,3,3,2,13,6,5,1,0,0,30,4,0
28,4,109282,12,10,1,12,4,1,2,0,0,40,1,0
31,4,103435,13,13,5,13,3,1,2,0,0,50,1,1
22,4,34747,9,9,0,4,2,1,1,0,0,35,1,0
39,4,286789,13,13,5,14,3,1,2,0,0,40,1,1
28,2,211032,7,7,0,2,4,1,2,0,0,40,21,0
67,0,192916,9,9,5,0,3,1,2,3818,0,11,1,0
31,4,219318,9,9,0,9,6,1,1,0,0,35,4,0
50,4,112873,13,13,5,13,3,1,2,0,0,40,1,0
34,4,36069,9,9,5,2,3,1,2,3908,0,46,1,0
48,4,73434,9,9,5,9,1,1,1,0,0,40,6,1
51,4,200576,13,13,1,9,4,1,1,0,0,40,1,0
54,4,172962,9,9,5,13,3,1,2,0,0,40,1,0
44,4,44006,10,11,1,6,4,1,2,0,0,40,1,0
20,4,234474,12,10,0,13,2,5,1,0,0,20,1,0
37,4,212826,9,9,5,4,3,5,2,0,0,40,1,0
38,4,234901,12,10,5,12,3,1,2,0,0,40,1,0
59,7,200700,11,12,5,5,3,5,2,0,0,40,1,0
59,2,41258,13,13,5,12,3,1,2,0,0,50,1,0
51,4,249644,12,10,1,2,4,1,2,0,0,48,1,1
60,0,230165,13,13,5,0,3,5,2,0,0,40,1,0
29,4,351731,12,10,5,12,3,1,2,0,0,40,1,0
37,4,114765,12,10,0,8,4,1,1,0,0,40,1,0
42,4,349884,6,6,5,2,3,1,2,0,0,35,1,0
28,3,204247,13,13,5,12,3,1,2,0,0,50,1,1
34,4,143392,9,9,0,13,2,1,1,0,0,40,1,0
50,2,37913,13,13,5,14,3,1,2,0,0,40,17,1
22,3,150683,9,9,0,8,2,1,2,0,0,24,1,0
27,4,207611,9,9,0,4,4,1,1,0,0,52,1,0
45,6,319666,14,15,1,12,6,1,1,0,0,43,1,0
39,4,155961,9,9,1,9,6,5,1,0,0,38,1,0
25,5,117833,13,13,0,12,4,1,1,0,0,35,1,0
63,0,447079,9,9,0,0,4,1,2,0,0,15,1,0
24,3,142404,13,13,5,14,3,1,2,0,0,40,1,1
18,4,155752,9,9,0,8,4,1,1,0,0,30,1,0
19,0,252292,9,9,0,0,2,1,2,0,0,40,1,0
23,4,111450,8,8,0,4,6,5,2,0,0,38,1,0
20,4,528616,3,3,0,4,5,1,2,0,0,40,21,0
17,2,228786,6,6,0,4,2,1,1,0,0,24,1,0
63,3,80572,13,13,5,5,3,1,2,0,0,40,1,1
28,5,180271,13,13,5,3,3,1,2,0,0,65,1,1
51,7,237819,13,13,5,12,3,1,2,0,0,50,1,1
29,4,157612,13,13,0,13,4,1,1,3325,0,45,1,0
64,4,379062,12,10,3,9,6,1,1,0,0,12,1,0
17,4,191910,6,6,0,4,2,1,2,0,0,25,1,0
45,5,326064,12,10,1,9,6,5,1,6497,0,35,1,0
18,4,312353,8,8,0,4,2,5,2,0,0,20,1,0
31,5,213307,9,9,0,9,2,1,1,0,0,40,1,0
48,2,209057,13,13,4,13,2,1,2,0,0,50,1,1
41,4,340148,12,10,0,12,4,1,1,0,0,45,1,0
65,4,154171,14,15,5,12,3,1,2,20051,0,60,1,1
27,4,94064,10,11,1,8,4,1,2,0,0,40,1,0
39,4,119098,10,11,5,14,3,1,2,0,0,40,1,0
51,2,388496,12,10,1,2,4,1,2,0,0,8,4,1
49,4,181363,15,14,5,14,3,1,2,0,0,45,1,1
58,0,210031,9,9,1,0,6,1,2,0,0,40,1,0
36,4,206951,13,13,5,13,3,1,2,0,1902,45,1,1
25,4,485496,9,9,0,8,4,5,1,0,0,40,1,0
41,4,210259,12,10,1,9,6,5,1,0,0,37,1,0
31,4,118551,5,5,1,9,4,1,1,0,0,40,1,0
63,4,180911,7,7,5,10,3,1,2,4386,0,37,1,1
50,6,242517,13,13,1,14,4,1,1,0,0,40,1,0
63,4,298113,12,10,1,4,4,1,2,0,0,40,1,0
44,2,277783,15,14,0,5,2,1,2,0,0,99,1,0
48,4,155862,9,9,1,6,4,1,2,0,0,65,1,0
51,2,171924,12,10,5,13,3,1,2,0,0,50,1,0
18,4,243900,9,9,0,9,2,1,1,0,0,15,1,0
23,4,231160,12,10,0,4,2,1,2,0,0,25,1,0
31,4,356882,9,9,5,8,3,1,2,5013,0,40,1,0
38,4,49020,9,9,5,2,3,1,2,0,0,40,1,0
19,0,105460,12,10,0,0,2,1,2,0,0,20,3,0
56,4,157749,12,10,5,5,3,1,2,0,0,60,1,1
31,4,131568,4,4,1,6,6,1,2,0,0,20,1,0
46,4,332355,12,10,5,9,3,1,2,0,0,40,1,0
39,4,204501,15,14,5,14,3,1,2,0,0,50,1,1
56,5,305767,9,9,5,4,3,2,2,0,0,40,12,0
31,4,129761,9,9,0,14,6,1,1,0,0,40,1,0
42,3,130126,13,13,5,12,3,1,2,0,1977,40,1,1
53,4,102828,9,9,5,14,3,1,2,0,0,35,1,1
18,4,160984,7,7,0,4,2,1,1,0,0,15,1,0
18,0,255282,7,7,0,0,2,5,2,0,1602,48,1,0
20,0,346341,12,10,0,0,4,1,1,0,0,35,1,0
27,4,285897,9,9,5,12,3,1,2,0,1848,45,1,1
31,4,356689,13,13,0,5,4,1,2,0,0,40,1,0
52,7,192386,15,14,5,14,3,1,2,5013,0,40,1,0
46,4,394860,9,9,5,4,3,1,2,0,0,40,1,0
30,4,113129,12,10,0,4,4,1,2,0,0,24,1,0
26,4,55929,13,13,0,4,4,1,1,0,0,40,1,0
48,5,177018,15,14,5,12,3,1,2,0,0,50,1,1
37,4,161141,12,10,5,2,3,1,2,0,0,40,1,1
29,4,309463,5,5,5,2,3,1,2,0,0,40,1,0
49,4,165468,9,9,5,14,3,1,2,7688,0,55,1,1
24,4,49218,9,9,1,8,4,1,2,0,0,40,1,0
74,2,119129,9,9,5,13,3,1,2,0,2149,20,1,0
56,2,162130,3,3,5,14,3,1,2,0,1887,67,1,1
39,7,129573,13,13,0,9,4,1,2,0,1741,40,1,0
21,4,306850,9,9,0,6,2,1,2,0,0,40,1,0
29,4,135296,13,13,0,14,4,1,1,0,2258,45,1,1
43,2,187322,9,9,1,4,6,1,2,0,0,45,1,0
23,4,55674,13,13,0,10,4,1,1,2907,0,40,1,0
26,4,148298,9,9,0,14,4,1,1,0,0,50,1,0
47,4,34845,9,9,5,6,3,1,2,0,0,60,1,0
27,4,200733,9,9,5,8,3,1,2,0,0,55,1,0
45,4,191858,9,9,5,8,3,1,2,0,0,45,1,1
30,4,425528,9,9,0,10,2,1,2,0,0,70,1,0
35,4,44780,12,10,5,9,1,1,1,7688,0,20,1,1
33,4,125856,9,9,5,2,3,1,2,0,0,40,1,0
37,4,100508,9,9,5,2,3,1,2,0,0,40,1,1
21,4,148294,9,9,0,5,2,1,2,0,0,20,1,0
42,4,39324,9,9,5,13,3,1,2,0,0,40,1,0
48,7,147397,9,9,5,9,3,1,2,0,0,36,1,0
46,4,24728,9,9,0,2,4,1,1,0,0,48,1,0
36,4,177616,3,3,2,8,4,1,1,0,0,40,1,0
54,4,163826,9,9,0,12,4,1,2,0,0,40,1,0
25,4,199947,9,9,5,9,1,1,1,0,0,40,1,0
26,5,386949,9,9,1,9,6,1,1,0,0,25,1,0
36,3,116133,9,9,5,6,3,1,2,0,0,57,1,0
56,2,196307,13,13,0,12,4,1,2,0,0,20,1,0
37,4,177181,9,9,5,2,3,1,2,0,0,40,1,0
26,4,324854,13,13,0,12,4,1,1,0,0,40,1,1
23,4,188505,13,13,0,4,2,1,1,0,0,25,1,0
23,6,502316,13,13,0,12,4,1,1,0,0,40,1,0
41,6,26892,13,13,0,9,4,1,2,0,0,40,1,0
55,4,102058,13,13,5,14,3,1,2,0,0,50,1,1
39,4,167728,13,13,5,14,3,1,2,0,0,40,1,1
67,5,233681,11,12,5,14,3,1,2,0,0,35,1,0
60,4,26756,9,9,3,13,4,1,1,0,0,50,1,0
54,4,101890,9,9,3,13,6,1,1,0,0,40,1,0
38,4,192337,15,14,5,12,3,1,2,0,0,40,3,1
47,4,340982,12,10,5,8,3,2,2,3103,0,40,16,1
49,6,102308,13,13,5,12,3,1,2,0,0,42,1,1
19,4,84747,9,9,0,13,2,1,1,0,0,24,1,0
20,4,197752,12,10,0,2,6,1,2,0,0,40,1,0
66,4,185336,9,9,3,13,5,1,1,0,0,35,1,0
22,0,289984,12,10,0,0,4,5,1,0,0,25,1,0
51,2,125417,15,14,5,14,3,1,2,0,0,42,1,1
19,4,278480,12,10,0,14,4,1,2,0,0,40,1,0
36,4,146412,12,10,1,9,6,1,1,0,0,40,1,0
33,4,193042,9,9,5,6,3,1,2,0,0,60,1,1
41,4,53956,13,13,1,13,4,1,2,0,1980,56,1,0
90,4,175491,9,9,5,2,3,1,2,9386,0,50,27,1
78,0,33186,4,4,5,0,3,1,2,0,0,60,1,0
36,4,144154,9,9,1,14,4,1,1,0,0,40,1,0
30,4,194901,14,15,1,13,2,1,2,0,0,55,1,0
35,4,335777,12,10,1,14,4,1,2,0,0,40,21,0
46,4,139268,15,14,5,14,3,1,2,0,0,45,1,1
38,4,33887,9,9,0,8,5,1,2,0,0,40,1,0
24,4,283613,13,13,5,12,3,1,2,0,0,40,1,0
40,4,141245,13,13,5,4,1,1,1,0,0,40,4,0
49,4,298130,4,4,5,8,3,1,2,0,0,40,1,0
19,4,186096,9,9,0,4,2,5,2,0,0,30,1,0
77,4,187656,12,10,3,7,4,1,1,0,0,20,1,0
46,4,102308,9,9,5,3,3,1,2,0,0,56,1,1
41,4,124639,12,10,2,2,4,5,2,0,0,40,1,0
28,4,388112,2,2,0,5,6,1,2,0,0,77,21,0
21,4,109952,9,9,5,2,3,1,2,0,0,40,1,0
24,4,164529,8,8,0,5,2,5,2,0,0,40,1,0
36,4,247750,9,9,5,6,3,5,2,0,0,45,1,0
23,6,103588,12,10,0,9,2,1,2,0,0,25,1,0
38,7,248919,9,9,5,6,3,1,2,0,2051,40,1,0
29,2,178551,9,9,5,2,3,1,2,0,0,40,1,0
38,4,136137,12,10,5,14,5,1,2,0,0,50,1,1
47,7,55377,13,13,0,9,6,5,2,0,0,40,1,1
39,5,177728,15,14,1,12,4,1,1,0,0,40,1,0
40,5,243580,13,13,5,12,3,1,2,0,0,48,1,0
21,0,188535,12,10,0,0,2,1,2,0,0,40,1,0
32,4,63910,9,9,1,9,2,2,1,0,0,40,1,0
23,4,219535,9,9,0,14,2,1,2,0,0,40,1,0
44,6,180609,9,9,5,10,3,1,2,0,0,40,1,0
70,4,170428,13,13,3,12,6,1,1,0,0,20,4,0
51,4,102615,15,14,5,10,3,1,2,0,1977,40,1,1
66,4,193132,5,5,2,4,4,5,1,0,0,30,1,0
57,3,124137,12,10,5,14,3,1,2,0,0,40,1,0
36,4,136629,12,10,5,8,3,1,2,0,0,40,1,1
48,3,148995,13,13,1,13,4,1,2,0,0,60,1,1
24,0,203076,9,9,5,0,3,1,2,0,0,40,1,0
51,4,63424,15,14,5,12,1,1,1,0,0,40,1,1
43,4,241895,13,13,5,14,3,1,2,0,0,50,1,1
27,4,266973,9,9,5,2,3,1,2,0,0,60,1,0
32,4,188048,13,13,0,9,2,1,1,0,0,40,1,0
20,4,366929,12,10,0,9,2,1,1,0,0,35,1,0
33,4,214129,12,10,1,9,4,1,1,0,0,40,1,0
19,4,250818,12,10,0,9,4,1,2,0,0,40,1,0
32,5,240979,12,10,5,2,3,1,2,0,0,60,1,1
35,4,98283,14,15,0,12,4,2,2,0,0,40,8,1
26,4,104746,9,9,5,2,3,1,2,5013,0,60,1,0
39,4,103710,9,9,0,13,6,1,1,0,0,60,1,0
24,4,159580,13,13,0,4,2,5,1,0,0,75,1,0
45,4,117409,12,10,5,14,3,1,2,0,0,40,1,1
20,4,140001,12,10,0,9,2,1,2,0,0,40,1,0
49,6,31650,13,13,5,12,5,1,1,0,0,45,1,0
35,6,80771,15,14,0,12,4,1,1,0,0,40,1,0
30,4,66278,9,9,0,9,4,1,1,0,0,40,1,0
23,4,107801,12,10,0,9,2,1,1,0,1617,25,1,0
33,4,206609,13,13,5,14,3,1,2,0,0,45,1,0
35,4,282461,9,9,5,6,3,1,2,0,0,50,1,0
31,4,188246,15,14,5,12,3,1,2,0,0,50,1,0
20,4,279763,7,7,0,2,4,5,2,0,0,25,1,0
44,4,467799,9,9,5,2,3,1,2,0,0,40,1,0
33,2,137674,9,9,5,4,3,5,2,0,0,40,1,0
50,4,158284,12,10,5,8,3,1,2,0,0,40,1,0
25,4,204219,9,9,0,9,6,1,1,0,0,40,21,0
28,6,210498,9,9,5,10,3,1,2,0,0,40,1,0
60,7,63526,13,13,5,9,3,5,2,0,0,40,1,1
38,7,216924,10,11,5,2,3,1,2,0,0,40,1,0
38,4,372559,12,10,5,2,3,5,2,0,0,40,1,0
57,7,199114,13,13,0,9,4,1,2,0,2258,40,1,0
50,4,168539,9,9,5,2,3,1,2,0,0,40,1,1
39,5,189911,7,7,1,9,6,1,1,0,0,40,1,0
69,5,61958,9,9,5,2,3,1,2,1424,0,6,1,0
51,6,68898,10,11,1,1,4,1,2,0,2444,39,1,1
42,4,204450,9,9,5,3,3,5,2,0,0,40,1,0
53,4,311350,13,13,5,14,3,1,2,0,0,50,1,1
37,4,113750,13,13,5,3,3,1,2,0,0,40,1,0
37,4,359591,6,6,5,2,3,1,2,0,0,40,1,0
38,4,132879,9,9,5,2,3,1,2,7298,0,50,1,1
20,4,301199,12,10,0,4,2,1,1,0,0,24,1,0
38,6,267540,12,10,2,9,6,5,1,0,0,38,1,0
52,4,185407,10,11,5,2,3,1,2,0,0,48,18,1
48,3,191277,10,11,5,14,3,1,2,0,0,50,1,1
30,4,78980,10,11,5,8,3,1,2,0,0,40,1,1
37,2,241463,9,9,5,14,3,1,2,0,1848,65,1,1
47,4,216999,9,9,5,13,3,1,2,0,0,45,1,0
33,5,120508,13,13,1,10,6,1,1,0,0,60,6,0
33,4,122612,9,9,4,4,4,2,1,0,0,35,35,0
20,4,94057,12,10,0,4,2,1,2,0,0,15,1,0
41,6,197558,13,13,1,14,4,1,2,0,0,40,1,0
32,4,351869,12,10,5,6,3,1,2,0,1485,45,1,1
36,7,184556,13,13,5,14,1,1,1,0,0,40,1,0
46,4,268281,13,13,0,12,4,1,1,0,0,40,1,0
45,4,235646,13,13,5,14,3,1,2,0,0,40,1,1
18,4,186909,12,10,0,4,2,1,1,0,0,16,1,0
62,4,35783,12,10,5,6,3,1,2,0,0,60,1,0
33,4,188861,9,9,5,8,3,1,2,0,0,40,1,0
42,4,363591,9,9,1,2,6,1,2,0,0,40,1,0
18,4,469921,12,10,0,12,2,1,1,0,0,40,1,0
32,4,51150,10,11,1,9,6,1,1,0,0,40,1,0
43,4,174325,4,4,5,6,3,5,2,0,0,40,1,0
20,4,347530,9,9,0,4,6,5,1,0,0,25,1,0
50,4,72351,13,13,1,13,4,1,2,0,0,45,1,0
36,4,188571,9,9,5,2,3,1,2,0,0,40,1,0
22,4,255252,9,9,0,2,2,1,2,0,0,40,1,0
30,4,291951,9,9,5,2,3,5,2,0,0,40,1,0
33,2,223046,9,9,0,2,4,1,2,0,0,40,1,0
43,5,37937,11,12,5,1,3,1,2,0,0,43,1,0
38,4,295127,12,10,5,8,3,1,2,0,0,40,1,0
34,5,183801,13,13,0,4,4,1,2,0,0,14,1,0
40,4,116218,12,10,2,9,6,1,1,0,0,45,1,0
40,4,143069,9,9,5,8,3,1,2,0,0,40,1,0
41,5,235951,14,15,5,12,3,1,2,0,0,50,1,1
57,4,112840,12,10,5,13,3,1,2,0,0,50,1,1
65,5,146454,15,14,5,12,3,1,2,0,1648,4,10,0
52,7,43705,12,10,5,4,3,1,2,0,0,50,1,0
59,4,122283,14,15,5,12,3,2,2,99999,0,40,8,1
18,4,376647,9,9,0,3,2,1,2,2176,0,25,1,0
48,4,101299,11,12,5,12,3,1,2,0,0,45,1,0
45,4,96798,3,3,1,6,6,1,2,0,0,40,1,0
24,4,194654,9,9,5,10,3,1,2,0,0,40,1,0
27,6,206889,11,12,0,10,4,1,2,0,0,40,1,0
40,4,226902,15,14,5,14,3,1,2,15024,0,50,1,1
44,6,150755,13,13,5,9,3,1,2,5013,0,40,1,0
24,4,200679,9,9,0,5,2,5,2,0,0,50,1,0
71,4,183678,14,15,5,12,3,1,2,0,0,16,1,0
17,4,33138,8,8,0,13,2,1,2,0,0,40,1,0
57,2,57071,12,10,5,2,3,1,2,3137,0,40,1,0
71,0,35303,13,13,5,0,3,1,2,9386,0,30,1,1
33,4,169496,9,9,5,3,3,1,2,0,0,40,1,0
41,4,58124,9,9,5,4,3,1,2,0,0,40,1,0
25,4,356344,13,13,0,9,2,1,1,0,0,40,1,0
42,2,444134,9,9,5,5,3,1,2,0,0,15,1,0
18,0,340117,7,7,0,0,6,5,1,0,0,50,1,0
34,4,219619,9,9,0,3,4,1,2,0,0,40,1,0
57,0,334585,6,6,5,0,1,1,1,0,0,40,1,0
27,5,331046,13,13,0,12,4,1,1,0,0,45,1,0
46,0,443179,13,13,1,0,4,1,1,0,0,8,1,0
64,0,239529,7,7,3,0,4,1,1,3674,0,35,1,0
24,4,100345,13,13,0,12,2,1,2,0,0,20,1,0
23,4,205653,13,13,0,3,2,1,2,0,0,30,1,0
33,4,112383,12,10,5,12,3,1,2,0,0,40,1,0
58,3,21626,10,11,1,13,4,1,2,2202,0,56,1,0
25,4,135568,5,5,5,3,3,1,2,0,0,40,1,0
44,4,190532,15,14,0,12,4,1,1,0,0,55,1,0
53,7,266598,9,9,5,12,3,1,2,0,0,40,1,1
38,5,116608,9,9,5,9,1,1,1,0,0,35,1,1
36,4,353263,13,13,0,12,4,1,1,0,0,45,1,1
25,6,157617,9,9,0,14,4,1,2,0,0,40,1,0
54,7,21698,13,13,1,14,6,1,1,0,0,40,1,0
31,4,77143,8,8,2,6,6,5,2,0,0,40,1,0
18,6,342852,9,9,0,9,2,1,2,0,0,40,1,0
40,4,176602,9,9,1,4,4,5,2,0,0,40,1,0
26,4,146343,12,10,5,13,1,5,1,0,0,40,1,0
68,0,146645,16,16,5,0,3,1,2,20051,0,50,1,1
33,4,221966,13,13,0,12,4,1,2,2202,0,50,1,0
22,4,215546,11,12,0,14,4,1,2,0,0,55,1,0
50,6,173020,12,10,5,2,3,1,2,0,0,40,1,0
24,0,247734,13,13,0,0,2,1,2,0,0,30,1,0
44,4,252202,9,9,1,9,4,1,1,0,0,40,1,0
37,4,497300,9,9,0,4,6,5,2,0,0,40,1,0
34,2,426431,13,13,5,2,3,1,2,0,0,40,1,0
45,7,162410,12,10,3,1,4,1,1,0,0,45,1,1
77,0,143516,15,14,5,0,3,1,2,0,0,8,1,1
25,4,190350,6,6,5,4,2,1,1,0,0,35,1,0
20,4,194504,12,10,2,13,6,5,1,0,0,40,1,0
46,7,110884,9,9,0,9,4,3,2,0,0,40,1,0
26,4,187652,11,12,0,1,2,1,2,0,0,40,1,0
45,4,81400,2,2,5,4,1,1,1,0,0,25,37,0
70,0,97831,9,9,3,0,6,1,1,0,0,4,1,0
57,4,180920,9,9,5,6,3,1,2,0,0,40,1,1
28,4,189186,10,11,0,13,4,1,2,0,0,40,1,0
35,0,144172,11,12,5,0,1,1,1,0,0,16,1,0
36,4,607848,12,10,5,13,3,1,2,7688,0,45,1,1
32,4,207301,9,9,0,3,4,1,1,0,0,40,1,0
29,4,293073,13,13,0,13,4,1,2,0,0,50,1,1
36,4,210452,13,13,1,12,6,1,2,0,0,45,1,0
19,4,41400,9,9,0,3,2,1,2,0,0,30,1,0
27,4,164170,13,13,0,1,6,2,1,0,0,20,16,0
48,4,112906,15,14,5,6,3,1,2,0,0,55,1,1
49,2,126268,13,13,5,2,3,1,2,0,0,50,1,0
55,4,208311,15,14,5,1,3,1,2,0,1977,20,1,1
61,4,28291,9,9,1,5,4,1,1,0,0,82,1,0
42,5,121998,12,10,5,14,3,1,2,15024,0,40,1,1
42,7,31621,11,12,1,9,4,1,1,0,0,40,1,0
30,5,108386,10,11,5,10,3,1,2,0,0,40,1,0
32,2,134727,9,9,5,8,3,1,2,0,0,40,1,0
37,4,208391,12,10,5,6,3,1,2,0,0,40,1,1
35,4,112271,12,10,5,2,3,1,2,0,0,45,1,0
30,4,173350,10,11,4,9,4,1,1,0,0,40,1,0
30,4,243190,14,15,5,12,3,2,2,0,0,20,8,1
55,4,185436,12,10,5,14,3,1,2,0,0,70,1,1
36,4,290409,12,10,5,6,3,1,2,0,0,40,1,0
33,4,80058,9,9,0,4,2,1,2,0,0,48,1,0
56,5,370045,13,13,5,12,3,1,2,0,0,40,1,1
26,4,36936,10,11,5,2,3,1,2,0,2002,40,1,0
37,4,231180,9,9,5,8,3,1,2,0,0,40,1,0
28,4,119793,9,9,0,13,2,1,2,0,0,60,1,0
38,4,102178,9,9,5,6,3,1,2,0,0,50,1,0
76,0,135039,9,9,5,0,3,1,2,0,0,20,1,0
35,0,317780,12,10,0,0,6,5,1,0,0,40,1,0
48,4,232840,12,10,3,9,6,1,1,0,0,43,1,0
35,4,33975,11,12,5,2,3,1,2,0,0,40,1,0
39,5,256997,13,13,5,2,3,1,2,0,0,40,1,0
64,4,298301,9,9,5,4,3,1,2,0,0,40,1,0
22,4,310380,9,9,0,9,6,5,1,0,0,40,1,0
45,5,182100,13,13,5,13,3,1,2,0,0,40,1,1
27,4,501172,3,3,5,6,3,1,2,0,0,40,21,0
43,6,143939,9,9,1,9,6,1,1,0,0,50,1,1
23,4,85088,12,10,0,4,2,1,1,0,0,37,1,0
25,4,282313,6,6,0,3,2,5,2,0,1602,40,1,0
39,4,230054,15,14,5,12,3,1,2,0,0,50,1,1
63,4,236338,9,9,5,13,1,1,1,0,0,35,1,0
37,4,321943,14,15,5,12,3,1,2,0,0,40,1,1
26,7,218782,9,9,5,9,3,4,2,0,0,40,1,0
33,4,191385,13,13,0,12,4,1,2,0,0,40,5,0
28,4,126129,12,10,0,9,4,1,1,0,0,40,1,0
20,4,199268,12,10,0,4,2,1,1,0,0,20,1,0
34,4,255693,9,9,5,9,1,1,1,0,0,20,1,0
34,4,203488,12,10,5,6,3,1,2,0,0,40,1,0
41,4,203233,9,9,5,14,3,1,2,0,0,40,1,1
38,4,203836,12,10,5,13,3,1,2,0,0,50,1,1
36,4,187847,13,13,5,14,3,1,2,7688,0,40,1,1
38,4,116358,12,10,5,4,3,2,2,0,0,40,16,0
46,3,198660,13,13,5,13,3,1,2,99999,0,72,1,1
43,2,89636,13,13,5,13,1,2,1,0,0,60,11,0
49,4,120629,12,10,3,13,6,1,1,0,0,30,1,0
26,5,150226,13,13,0,12,2,1,1,0,0,35,1,0
28,4,137898,9,9,1,9,4,1,1,0,0,35,1,0
54,3,146574,9,9,5,2,3,1,2,0,0,40,1,1
24,4,142022,12,10,0,3,2,1,2,0,0,50,1,0
23,4,284898,12,10,0,14,2,1,2,0,0,30,1,0
55,5,212448,9,9,1,9,4,1,1,0,0,40,1,0
58,2,203039,5,5,2,2,4,1,2,0,0,40,1,0
19,4,105289,6,6,0,4,5,5,1,0,0,20,1,0
28,0,223745,12,10,0,0,6,1,1,0,0,40,1,0
45,4,242994,12,10,0,13,4,1,2,0,0,52,1,0
30,4,196385,12,10,5,2,3,1,2,0,0,45,1,1
76,4,116202,9,9,3,4,6,1,1,0,0,33,1,0
47,4,140045,9,9,2,9,6,1,1,0,0,40,1,0
34,4,133503,12,10,1,6,4,1,2,2174,0,40,1,0
40,4,226585,12,10,5,9,1,1,1,0,0,35,1,1
24,4,85041,9,9,2,4,6,1,1,0,0,25,1,0
30,4,162442,13,13,5,12,1,1,1,7688,0,50,1,1
67,4,279980,12,10,5,6,3,1,2,10605,0,10,1,1
24,4,216563,9,9,5,8,1,1,1,0,0,40,1,0
43,5,231964,12,10,1,9,6,1,1,0,0,40,1,0
29,4,263855,8,8,0,2,6,1,2,0,0,40,1,0
40,4,124915,9,9,5,8,3,1,2,0,0,40,1,0
61,7,178312,12,10,5,12,3,1,2,0,0,40,1,0
45,5,215862,16,16,5,14,3,1,2,7688,0,45,1,1
